opportunity_id	created_date	actual_close_date	opportunity_ocr	expected_close_date	gsfa_customer_id	pipeline_stage	pipeline_last_updated_date	opportunity_type	opportunity_tpr	reason_for_lead	reason_qualified_out	primary_competitor	organization_id	existing_committed_revenue	existing_potential_revenue	new_committed_revenue	new_potential_revenue	no_of_shpmnts_order_lns	secondary_competitor	committed_revenue	lead_source	lead_source_type
1-6QWA0GE	8 Jul 2019	?	0	7 Aug 2019	CLSION_0204018653086	08 - Unable to Gain	29 Jul 2019	Acquisition	0	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	WEB - DHL.COM	Liveball
1-74DAZJN	15 Oct 2019	?	81	14 Nov 2019	CLSCSV_10020110402841	03 - Proposal	18 Oct 2019	Acquisition	120	?	?	?	DHL CL	0.000000000	0.000000000	81.000000000	120.000000000	5.0000000	?	81.000000000	Customer Service	CSV
1-7A7KV49	25 Nov 2019	?	0	25 Dec 2019	CLSCSV_11140110752639	08 - Unable to Gain	29 Nov 2019	Acquisition	0	?	Satisfied with competitor	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-6I7JBUP	7 May 2019	?	46.8	7 Jun 2019	CLSCSV_0218018732442	08 - Unable to Gain	13 May 2019	Acquisition	46.8	?	Price	?	DHL CL	0.000000000	0.000000000	46.800000000	46.800000000	1.0000000	?	46.800000000	Sales	Manual
1-7SW5YFB	26 Mar 2020	?	195.54	26 Mar 2020	COMET_1-RH5NXS	08 - Unable to Gain	?	One-Off/Seasonal	195.54	?	Price	?	DHL CL	0.000000000	0.000000000	195.540000000	195.540000000	1.0000000	?	195.540000000	Sales	Manual
1-6DS83E7	2 Apr 2019	11 Jul 2019	72	2 May 2019	CLSCSV_0329018998013	06 - First Consignment	22 Jul 2019	Acquisition	72	?	?	?	DHL CL	0.000000000	0.000000000	72.000000000	72.000000000	13.0000000	?	72.000000000	Customer Service	CSV
1-7K7EPO4	4 Feb 2020	?	22.68	4 Mar 2020	COMET_1-3VUYVZ	08 - Unable to Gain	11 Feb 2020	One-Off/Seasonal	22.68	?	Credit Issues	?	DHL CL	0.000000000	0.000000000	22.680000000	22.680000000	1.0000000	?	22.680000000	Sales	Manual
1-7KLLP38	6 Feb 2020	?	0	29 May 2020	CLSCSV_02040111319091	09 - Future Opportunity	10 Feb 2020	Acquisition	0	?	?	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-72T359X	3 Oct 2019	3 Oct 2019	30	10 Oct 2019	CLS80866CS	07 - Shipped to Profile	9 Oct 2019	One-Off/Seasonal	30	?	?	FedEx	DHL CL	0.000000000	0.000000000	30.000000000	30.000000000	8.0000000	?	30.000000000	Sales	Manual
1-7FYGSQX	8 Jan 2020	17 Jan 2020	37.74	22 Jan 2020	CLSCSV_09100110205304	07 - Shipped to Profile	12 Feb 2020	One-Off/Seasonal	37.74	?	?	Freight Forwarder	DHL CL	0.000000000	0.000000000	37.740000000	37.740000000	1.0000000	?	37.740000000	Sales	Manual
1-6OSOPST	24 Jun 2019	?	12	31 Dec 2019	CLSPR08060062	09 - Future Opportunity	4 Sep 2019	Upselling	12	?	?	?	DHL CL	0.000000000	0.000000000	12.000000000	12.000000000	7.0000000	?	12.000000000	Sales	Manual
1-6693A0V	12 Feb 2019	?	0	14 Mar 2019	COMET_1-3SZ0XGH	08 - Unable to Gain	26 Apr 2019	Acquisition	0	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-7RFQJIM	19 Mar 2020	?	0	17 Apr 2020	COMET_1-4X23IY7	01 - Potential Opportunity	?	Acquisition	0	?	?	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-7M3BXCX	17 Feb 2020	?	60.12	18 Mar 2020	CLS52509WL	03 - Proposal	20 Feb 2020	Upselling	60.12	?	?	FedEx	DHL CL	0.000000000	0.000000000	60.120000000	60.120000000	4.0000000	?	60.120000000	Sales	Manual
1-7AMDUM2	27 Nov 2019	?	0	27 Dec 2019	CLS90366CS	08 - Unable to Gain	26 Dec 2019	Upselling	0	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-14BNB9-410	4 Feb 2019	?	?	?	COMET_1-MO2GYI	08 - Unable to Gain	28 Feb 2019	Upselling	79.3044	Campaign	Duplicate Lead	?	DHL CL	?	?	?	?	?	?	?	Middle Weight	Campaign
1-65ZBXE9	8 Feb 2019	?	99	10 Mar 2019	COMET_1-3I3JVIQ	08 - Unable to Gain	18 Jul 2019	Acquisition	99	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	99.000000000	99.000000000	10.0000000	?	99.000000000	Sales	Manual
1-7IEZHOJ	24 Jan 2020	?	60	22 Feb 2020	COMET_1-6MXDC6T	08 - Unable to Gain	17 Feb 2020	Acquisition	60	?	Credit Issues	Freight Forwarder	DHL CL	0.000000000	0.000000000	60.000000000	60.000000000	25.0000000	?	60.000000000	Customer Service	CSV
1-69PJ02F	8 Mar 2019	8 Mar 2019	7.8	7 Apr 2019	CLSCSV_0801017563342	07 - Shipped to Profile	10 Oct 2019	Acquisition	7.8	?	?	Other	DHL CL	0.000000000	0.000000000	7.800000000	7.800000000	2.0000000	?	7.800000000	Sales	Manual
1-14COEH-1366	5 Feb 2019	?	?	?	CLSION_1127015188534	08 - Unable to Gain	25 Mar 2019	Acquisition	18	Campaign	Duplicate Lead	?	DHL CL	?	?	?	?	?	?	?	AWOR	Other
1-7NW8SV8	27 Feb 2020	?	0	27 Mar 2020	COMET_1-5LYU80B	08 - Unable to Gain	?	Acquisition	0	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-143AOV-49	23 Jan 2019	?	?	?	CLSION_0209015914403	08 - Unable to Gain	5 Apr 2019	Acquisition	0	Campaign	No Potential Business	?	DHL CL	?	?	?	?	?	?	?	?	?
1-78SKZFQ	14 Nov 2019	20 Nov 2019	45.72	14 Dec 2019	COMET_1-3IZSWKH	06 - First Consignment	9 Dec 2019	One-Off/Seasonal	45.72	?	?	Freight Forwarder	DHL CL	0.000000000	0.000000000	45.720000000	45.720000000	1.0000000	?	45.720000000	Sales	Manual
1-6TN1W84	26 Jul 2019	?	0	25 Aug 2019	COMET_1-6TN1W7X	08 - Unable to Gain	30 Sep 2019	Acquisition	0	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-71TI0NB	26 Sep 2019	2 Oct 2019	46.8	26 Oct 2019	CLSCSV_08280110080975	06 - First Consignment	21 Oct 2019	Acquisition	76.8	?	?	Freight Forwarder	DHL CL	0.000000000	0.000000000	46.800000000	76.800000000	5.0000000	?	46.800000000	Customer Service	CSV
1-18O8XD-7	12 Aug 2019	?	?	?	CLSCSV_1108018608452	08 - Unable to Gain	31 Dec 2019	Upselling	0	Cash Customer	No Contact Available	?	DHL CL	?	?	?	?	?	?	?	Customer Service	CSV
1-695KQIZ	5 Mar 2019	?	18	5 Apr 2019	CLSISL_0218018727472	08 - Unable to Gain	23 May 2019	Acquisition	18	?	Duplicate Lead	?	DHL CL	0.000000000	0.000000000	18.000000000	18.000000000	1.0000000	?	18.000000000	Customer Service	CSV
1-14BNB9-508	4 Feb 2019	?	?	?	CLC10002791	08 - Unable to Gain	28 Feb 2019	Upselling	285.0366	Campaign	Duplicate Lead	?	DHL CL	?	?	?	?	?	?	?	Middle Weight	Campaign
1-7L0XXSQ	10 Feb 2020	?	0	31 Mar 2020	COMET_1-7KTO3S9	08 - Unable to Gain	13 Feb 2020	Acquisition	0	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	?	?
1-7T432YO	27 Mar 2020	?	0	27 Mar 2020	COMET_1-59VUSQL	01 - Potential Opportunity	?	Acquisition	0	Cash Customer	?	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	0.0000000	?	0.000000000	Customer Service	CSV
