CUSTOMER_ID	opportunity_id	offer_id	creation_date	updated_date	organization_id	offer_row_id	offer_status	offer_sub_status	offer_expiry_date	reason_for_offering	gsfa_customer_id	aag_id	cpa_id	sales_channel	composite_id	total_shipments	bpm_integration_id	effective_start_date	agreement_renewal_date	agreement_id	agreement_status	rejection_reason	SALES_REP_POSTN_ID
1-YSQGU-6	1-14L055-1	CL_O_114928055557	5 Aug 2019 15:11:57.000000	13 Jan 2020 17:46:01.000000	DHL CL	1-6UVS1DX	Offer with Customer	Standard Approvals Received	4 Sep 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0514016827445	1-6UVS1F7	100641463	Telesales Executives	CLC008IF8	2	?	5 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-9GUDKD
1-18FK8G-2	1-6V23EVT	CL_O_114940101838	7 Aug 2019 14:28:40.000000	7 Aug 2019 14:32:17.000000	DHL CL	1-6V2Y8CU	Offer with Customer	Standard Approvals Received	6 Sep 2019 00:00:00.000000	Offering to New Customer	CLSION_0801019899612	1-6V2Y8E3	100644240	Telesales Executives	CLC008V5T	1	?	?	31 Dec 2019 00:00:00.000000	?	?	?	1-5QLFVKD
1-13ZSK0-1	1-64KHTLT	CL_O_113336982689	23 Jan 2019 20:23:19.000000	13 Jan 2020 09:50:55.000000	DHL CL	1-64KHTPD	Agreement Created	Standard Approvals Received	22 Feb 2019 00:00:00.000000	Offering to New Customer	CLSION_0119018568681	1-64KL6W5	100447011	Telesales Executives	CLCZ00003	1	?	1 Feb 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113336982689	Active	?	1-2SG2RC
1-6T3NL5G	1-6T3NL5N	CL_O_114821359471	23 Jul 2019 21:42:46.000000	25 Jul 2019 13:40:06.000000	DHL CL	1-6T4965R	Offer with Customer	Standard Approvals Received	22 Aug 2019 00:00:00.000000	Offering to New Customer	COMET_1-6T3NL5G	1-6T49670	100629486	Field Sales Executives	CLC008H5A	15	1-3AXFUX	23 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2O0
1-19DLNQ-1	1-72YI8ZR	CL_O_115492888074	14 Oct 2019 19:43:03.000000	2 Jan 2020 20:17:58.000000	DHL CL	1-7482CY2	Agreement Created	Standard Approvals Received	13 Nov 2019 00:00:00.000000	Offering to New Customer	CLSCSV_09100110198141	1-7482KQ1	100716636	Telesales Executives	CLCZ00493	8	1-3M5OKX	2 Jan 2020 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_115492888074	Active	?	1-4HWIHVN
1-65F70NP	1-65F70QA	CL_O_114268065765	20 May 2019 21:42:44.000000	10 Jun 2019 21:26:12.000000	DHL CL	1-6JYU605	Agreement Created	Standard Approvals Received	19 Jun 2019 00:00:00.000000	Offering to New Customer	COMET_1-65F70NP	1-65F70V1	100454945	Field Sales Executives	CLC00BXEI	8	1-31VS55	7 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114268065765	Active	?	1-2SG2Q8
1-17F3K7-1	1-6P6PO7T	CL_O_114598761523	27 Jun 2019 14:28:52.000000	10 Jul 2019 15:44:03.000000	DHL CL	1-6PFQ4HF	Agreement Created	Standard Approvals Received	27 Jul 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0619019567153	1-6P6TDXO	100601081	Telesales Executives	CLCZ00632	7	1-36WIAL	8 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114598761523	Active	?	1-2SG2R7
1-D75KF-2	1-63PCG1X	CL_O_113285053756	14 Jan 2019 14:52:47.000000	17 Jan 2019 12:44:24.000000	DHL CL	1-63PKT30	Agreement Created	Standard Approvals Received	13 Feb 2019 00:00:00.000000	Offering to New Customer	CLS10918CS	1-ZU90M-97	144	Field Sales Executives	CLC00BY0R	42	1-2LGZEM	16 Jan 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113285053756	Active	?	1-50HM9L
1-16Y7TH-2	1-6NBR2EK	CL_O_115311070317	23 Sep 2019 18:57:46.000000	1 Oct 2019 14:12:28.000000	DHL CL	1-717TDGT	Offer with Customer	Standard Approvals Received	23 Oct 2019 00:00:00.000000	Offering to New Customer	CLSION_0530019419708	1-6NH79SU	100587980	Telesales Executives	CLC00DHYU	58	1-3HMRLK	23 Sep 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-4HWIHVN
1-16ZS1E-1	1-6MI65TK	CL_O_114421574712	5 Jun 2019 20:31:14.000000	5 Jun 2019 20:35:27.000000	DHL CL	1-6MI8E9K	Offer with Customer	Standard Approvals Received	5 Jul 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0531019432697	1-6MI8EBR	100580195	Telesales Executives	CLCZ00076	2	?	5 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2QS
1-192G6A-1	1-71RWLGW	CL_O_115396603928	1 Oct 2019 18:16:20.000000	3 Oct 2019 15:37:19.000000	DHL CL	1-72MQNMG	To be Implemented	Standard Approvals Received	31 Oct 2019 00:00:00.000000	Offering to New Customer	CLSCSV_08280110079250	1-72MQNO4	100701889	Telesales Executives	CLCZ00004	3	?	3 Oct 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-5Y9LIHR
1-15Y4VT-2	1-6G8CWQ8	CL_O_114053857716	23 Apr 2019 17:24:49.000000	13 Jan 2020 09:50:55.000000	DHL CL	1-6GFAY0K	Agreement Created	Standard Approvals Received	23 May 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0416019119761	1-6G959WM	100536338	Telesales Executives	CLCZ00380	2	?	30 Apr 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114053857716	Active	?	1-2SG2QS
1-16ZJQO-107	1-6MXYD75	CL_O_114571103787	25 Jun 2019 20:16:49.000000	25 Jun 2019 20:19:31.000000	DHL CL	1-6OZ9BMZ	Offer with Customer	Standard Approvals Received	25 Jul 2019 00:00:00.000000	Offering to New Customer	CLCSINC28279559_107	1-6OZ9BP5	100599689	Telesales Executives	CLCZ00380	10	?	25 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-5Y9LIHR
1-1D0V5T-1	1-7LDVRVV	CL_O_116530583762	12 Feb 2020 14:29:12.000000	13 Feb 2020 12:32:52.000000	DHL CL	1-7LDVS2A	Offer with Customer	Standard Approvals Received	13 Mar 2020 00:00:00.000000	Offering to New Customer	CLSION_02120111367078	1-7LDVS41	100842628	Telesales Executives	CLC00DFJ8	22	1-41WMHU	?	31 Dec 2020 00:00:00.000000	?	?	?	1-4HWIHV5
1-1BMPFC-6	1-7D3AD8R	CL_O_116150877062	31 Dec 2019 15:50:52.000000	31 Dec 2019 15:54:36.000000	DHL CL	1-7F3TCHY	Offer with Customer	Standard Approvals Received	30 Jan 2020 00:00:00.000000	Offering to New Customer	CLSCSV_12110110962677	1-7F3TCJ7	100799244	Telesales Executives	CLC008FZ7	5	?	7 Jan 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-3EO72Y7
1-1BIPRR-3	1-7DCSWZ9	CL_O_116045862205	17 Dec 2019 03:04:54.000000	24 Dec 2019 02:40:59.000000	DHL CL	1-7DDAIIL	Offer with Customer	Standard Approvals Received	15 Jan 2020 00:00:00.000000	Offering to New Customer	CLSCSV_12060110933447	1-7DDAIKC	100789367	Field Sales Executives	CLC00BYWR	5	1-3V7C1S	?	31 Dec 2020 00:00:00.000000	?	?	?	1-2SG2Q8
1-74QPEST	1-74PIHI1	CL_O_115522194282	17 Oct 2019 15:02:31.000000	28 Oct 2019 20:35:03.000000	DHL CL	1-74PIHRE	Agreement Created	Standard Approvals Received	16 Nov 2019 00:00:00.000000	Offering to New Customer	COMET_1-74QPEST	1-74QZO5T	100721606	Telesales Executives	CLC00CP51	2	?	28 Oct 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_115522194282	Active	?	1-5QLFVKD
1-17ZW2C-2	1-6SD33CK	CL_O_114775726977	17 Jul 2019 21:59:27.000000	19 Aug 2019 15:05:15.000000	DHL CL	1-6SD33WH	Agreement Created	Standard Approvals Received	16 Aug 2019 00:00:00.000000	Offering to New Customer	CLSION_0715019759698	1-6SD33XU	100623498	Telesales Executives	CLCZ00563	3	?	16 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114775726977	Active	?	1-9GUDKD
1-63Q8D1J	1-63Q8D1U	CL_O_113286153174	14 Jan 2019 17:50:26.000000	25 Jan 2019 16:07:17.000000	DHL CL	1-63Q8DEE	Agreement Created	Standard Approvals Received	13 Feb 2019 00:00:00.000000	Winning from Competitor	COMET_1-63Q8D1J	1-63Q8DGU	100437232	Major Account Executives	CLC00BXZV	31	1-2LFM4O	23 Jan 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113286153174	Active	?	1-4ZFVQQ
1-3BI2RBT	1-7H4UCMR	CL_O_116273681908	15 Jan 2020 15:17:18.000000	15 Jan 2020 15:55:46.000000	DHL CL	1-7H4XHBO	Offer with Customer	Standard Approvals Received	14 Feb 2020 00:00:00.000000	Offering to New Customer	COMET_1-3BI2RBT	1-7H4XHDF	100812919	Field Sales Executives	CLC008NM4	4	1-3YG5NW	20 Jan 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-2SG2T5
1-15CM5W-1	1-6CKWDMV	CL_O_113836313537	27 Mar 2019 21:13:00.000000	1 Apr 2019 14:40:51.000000	DHL CL	1-6CTS7UP	Invalidated	Standard Approvals Received	26 Apr 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0321018937321	1-6CTS7WV	100510400	Telesales Executives	CLCZ00570	16	?	28 Mar 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-2SG2R7
1-5SDM9KR	1-5SDM9MC	CL_O_114489735678	14 Jun 2019 14:59:53.000000	5 Jul 2019 16:32:39.000000	DHL CL	1-6NMTBLQ	Invalidated	Standard Approvals Received	14 Jul 2019 00:00:00.000000	Offering to New Customer	COMET_1-5SDM9KR	1-5SYL665	100321080	Field Sales Executives	CLCZ00401	11	1-35CBOU	14 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-2SG2PO
1-13XSWV-1	1-64AIL9F	CL_O_113320627661	21 Jan 2019 14:30:18.000000	21 Jan 2019 14:33:38.000000	DHL CL	1-64ARA31	Offer with Customer	Standard Approvals Received	20 Feb 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0116018554664	1-64ARA4P	100443811	Telesales Executives	CLCZ00006	1	?	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RC
1-151NEA-3	1-6DQWAS2	CL_O_113891931568	2 Apr 2019 15:06:01.000000	13 Jan 2020 09:50:55.000000	DHL CL	1-6DQWB00	Agreement Created	Standard Approvals Received	2 May 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0308018853354	1-6DRH5ZI	100516285	Telesales Executives	CLCZ00493	5	?	26 Sep 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113891931568	Active	?	1-2SG2RC
1-7HDCGTR	1-7HGFFYQ	CL_O_116292996006	17 Jan 2020 14:01:40.000000	21 Jan 2020 21:09:20.000000	DHL CL	1-7HGFG6E	Agreement Created	Standard Approvals Received	16 Feb 2020 00:00:00.000000	Offering to New Customer	COMET_1-7HDCGTR	1-7HGFG85	100815807	Field Sales Executives	CLC008V05	20	1-3YY2YO	21 Jan 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	CL_O_116292996006	Active	?	1-50HM9L
1-6ZB63L9	1-7II5M81	CL_O_116357147354	24 Jan 2020 19:26:57.000000	3 Feb 2020 16:18:18.000000	DHL CL	1-7IIMFOA	Offer Approved	Standard Approvals Received	23 Feb 2020 00:00:00.000000	Offering to New Customer	COMET_1-6ZB63L9	1-7IIN2VE	100823680	Field Sales Executives	CLC008FZ0	8	1-3ZTUT1	27 Jan 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-5Y9LIHR
1-7KR920T	1-7KRG170	CL_O_116492897647	7 Feb 2020 14:47:38.000000	10 Feb 2020 12:28:32.000000	DHL CL	1-7KRG19R	Offer with Customer	Standard Approvals Received	8 Mar 2020 00:00:00.000000	Offering to New Customer	COMET_1-7KR920T	1-7KRG1B0	100837697	Telesales Executives	CLC008GTE	2	1-41WM17	?	31 Dec 2020 00:00:00.000000	?	?	?	1-4HWIHV5
1-6LBM-507	1-6SWLJZN	CL_O_114841663860	25 Jul 2019 14:41:08.000000	15 Aug 2019 20:36:14.000000	DHL CL	1-6TGCD4K	Agreement Created	Standard Approvals Received	24 Aug 2019 00:00:00.000000	Renegotiation Offer	CLC10003176	1-ZU90M-2505	3515	Field Sales Executives	CLC00DZ6X	11	1-3B5M0D	14 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114841663860	Active	?	1-2SG2OZ
1-18LNPB-5	1-6VEVC2J	CL_O_114978351760	12 Aug 2019 22:10:21.000000	16 Sep 2019 21:08:09.000000	DHL CL	1-6VPQ26O	Agreement Created	Standard Approvals Received	11 Sep 2019 00:00:00.000000	Offering to New Customer	CLSION_0808019952798	1-6VPQ29C	100648413	Telesales Executives	CLC008GTE	1	1-3DLKT9	13 Sep 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114978351760	Active	?	1-9GUDKD
1-JZ968-9	1-739URX0	CL_O_115435427630	7 Oct 2019 17:56:12.000000	10 Jan 2020 17:58:30.000000	DHL CL	1-739US6M	Agreement Created	Standard Approvals Received	6 Nov 2019 00:00:00.000000	Offering to New Customer	CLS45445CS	1-670EFBG	100471276	Telesales Executives	CLC00EYCV	30	1-3KYNTH	17 Oct 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_115435427630	Inactive	?	1-2SG2Q8
1-WQLHW-3	1-7N6GXAX	CL_O_116651827436	25 Feb 2020 17:49:30.000000	25 Feb 2020 17:59:32.000000	DHL CL	1-7NE2GA4	Offer with Customer	Standard Approvals Received	26 Mar 2020 00:00:00.000000	Offering to New Customer	CLSISL_0208015888043	1-7NE2GBS	100857451	Telesales Executives	CLCZ00005	2	?	25 Feb 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	?
1-14P36F-253	1-6HTTADQ	CL_O_114138694507	3 May 2019 16:58:09.000000	3 May 2019 16:59:37.000000	DHL CL	1-6HTTAI3	Offer with Customer	Standard Approvals Received	2 Jun 2019 00:00:00.000000	Offering to New Customer	CLCSINC26941394_253	1-6HTTAJG	100546950	Telesales Executives	CLCZ00298	1	?	3 May 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-3EO72Y7
1-WIENJ-8	1-6V1FW63	CL_O_114937566972	6 Aug 2019 15:22:11.000000	9 Aug 2019 23:37:53.000000	DHL CL	1-6V1FWFW	Agreement Created	Standard Approvals Received	5 Sep 2019 00:00:00.000000	Winning from Competitor	CLSCSV_0129015781350	1-6V1FWDS	100642761	Field Sales Executives	CLC008H5A	4	1-3CMBKW	8 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114937566972	Active	?	1-2SG2OU
1-63G3SZV	1-63GGINJ	CL_O_113276092004	11 Jan 2019 14:25:21.000000	13 Jan 2020 09:50:55.000000	DHL CL	1-63K8Q5G	Agreement Created	Standard Approvals Received	10 Feb 2019 00:00:00.000000	Offering to New Customer	COMET_1-63G3SZV	1-63K8Q79	100435567	Telesales Executives	CLCZ00015	20	?	15 Jan 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113276092004	Active	?	1-5QLFVKD
1-18JJYF-1	1-6VKKO1Z	CL_O_114976711592	12 Aug 2019 16:37:22.000000	12 Aug 2019 20:45:29.000000	DHL CL	1-6VOQWMG	Offer with Customer	Standard Approvals Received	30 Sep 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0806019929254	1-6VOQWOO	100648253	Telesales Executives	CLC00E8WE	6	1-3DBMV0	?	31 Dec 2019 00:00:00.000000	?	?	?	1-5QLFVKD
1-6LYVZ6S	1-6LYVZBP	CL_O_114389527959	31 May 2019 20:12:06.000000	3 Jun 2019 14:39:50.000000	DHL CL	1-6LZ5ITZ	Invalidated	Standard Approvals Received	30 Jun 2019 00:00:00.000000	Offering to New Customer	COMET_1-6LYVZ6S	1-6LZ5IV9	100576133	Field Sales Executives	CLC008FZ7	3	?	30 May 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-2SG2P4
1-1B1XID-2	1-79DZ6Y0	CL_O_115890218795	28 Nov 2019 14:03:28.000000	28 Nov 2019 14:04:47.000000	DHL CL	1-7ASMJAJ	Offer with Customer	?	28 Dec 2019 00:00:00.000000	Offering to New Customer	CLSCSV_11190110781040	1-7ASMJBZ	100770599	Telesales Executives	CLASystem	?	?	28 Nov 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-9GUDKD
1-78Z74TX	1-78ZEFI9	CL_O_115780665692	15 Nov 2019 23:50:30.000000	21 Nov 2019 01:11:05.000000	DHL CL	1-78ZEFKS	Invalidated	?	15 Dec 2019 00:00:00.000000	Offering to New Customer	COMET_1-78Z74TX	1-78ZEFM1	100755612	Field Sales Executives	?	3	?	?	31 Dec 2019 00:00:00.000000	?	?	Configuration Changes	1-2SG2Q8
1-100WBJ-16	1-5VQHCSF	CL_O_115160626703	4 Sep 2019 21:43:18.000000	6 Sep 2019 20:42:32.000000	DHL CL	1-6YQ8UFJ	Offer Rejected	Custom Approvals Rejected	4 Oct 2019 00:00:00.000000	Renegotiation Offer	CLOC153113898422171	1-12EUSP-5	7054	Retailers	?	90	1-3GGAUE	?	31 Dec 2019 00:00:00.000000	?	?	?	1-5UODWZR
1-16ZZOK-1	1-6NGLH1B	CL_O_114571096714	25 Jun 2019 19:48:15.000000	17 Jul 2019 14:29:09.000000	DHL CL	1-6OZ966I	Invalidated	Standard Approvals Submitted	25 Jul 2019 00:00:00.000000	Offering to New Customer	CLSION_0531019436807	1-6OZ967V	100599673	Telesales Executives	CLC00DNBU	10	1-37VVDV	?	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-4ZFVR5
1-17TKP0-1	1-6R25IF2	CL_O_114706668991	9 Jul 2019 18:21:54.000000	13 Jan 2020 17:46:01.000000	DHL CL	1-6R7YYF3	Invalidated	?	8 Aug 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0708019706239	1-6R7YYGS	100614077	Telesales Executives	?	6	?	9 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-9GUDKD
1-6GKRMBR	1-6GN3Z5X	CL_O_114074308488	25 Apr 2019 16:07:21.000000	26 Apr 2019 13:48:42.000000	DHL CL	1-6GRH9XK	Offer with Customer	Standard Approvals Received	25 May 2019 00:00:00.000000	Offering to New Customer	COMET_1-6GKRMBR	1-6GRH9Z9	100540242	Telesales Executives	CLCZ00005	2	?	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RW
1-1DZL4W-1	1-7S2YEK2	CL_O_116939722943	23 Mar 2020 18:35:34.000000	25 Mar 2020 19:28:23.000000	DHL CL	1-7S5H1VJ	Agreement Created	Standard Approvals Received	22 Apr 2020 00:00:00.000000	Offering to New Customer	CLSCSV_03200111697917	1-7S5H1WS	100890214	Telesales Executives	CLC008FZ7	1	?	25 Mar 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	CL_O_116939722943	Active	?	?
1-15RXVS-2	1-6EQ1QW1	CL_O_114064667671	24 Apr 2019 18:21:14.000000	28 Apr 2019 21:28:19.000000	DHL CL	1-6GLQN13	Invalidated	?	24 May 2019 00:00:00.000000	?	CLSCSV_0409019066204	1-6GLQN2U	100539178	Major Account Executives	?	20	?	?	31 Dec 2019 00:00:00.000000	?	?	Lost to Competitor	1-2SG2TP
1-153P49-1	1-6AP2R6F	CL_O_113708356904	14 Mar 2019 20:09:13.000000	14 Mar 2019 20:10:53.000000	DHL CL	1-6APLNVS	Offer with Customer	Standard Approvals Received	13 Apr 2019 00:00:00.000000	Offering to New Customer	CLSION_0312018866876	1-6APLNXH	100496685	Telesales Executives	CLCZ00003	1	?	14 Mar 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2QS
1-WB2Z0-1	1-6BE727M	CL_O_113749666173	18 Mar 2019 20:36:13.000000	6 Aug 2019 15:49:09.000000	DHL CL	1-6BE72BH	Invalidated	Standard Approvals Received	17 Apr 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0119015683791	1-6BE72D6	100499665	Telesales Executives	CLCZ00005	2	?	18 Mar 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-4HWIHVN
